label,image_path,xmin,ymin,xmax,ymax,image_width,image_height
Footwear,11078628_431343580358955_919793410_n.jpg,334,281,399,318,640,640
Jacket,11078628_431343580358955_919793410_n.jpg,20,220,251,526,640,640
Sunglasses,11024117_1408275856153367_274197194_n.jpg,322,77,397,112,640,640
Skirt,11024117_1408275856153367_274197194_n.jpg,256,400,452,566,640,640
Handbag,11024117_1408275856153367_274197194_n.jpg,221,198,295,340,640,640
Tee,11024117_1408275856153367_274197194_n.jpg,392,287,439,380,640,640
Jacket,11024117_1408275856153367_274197194_n.jpg,256,154,474,443,640,640
Swimwear,11078725_1619757574925237_1583800075_n.jpg,178,236,326,405,640,640
Swimwear,11078725_1619757574925237_1583800075_n.jpg,355,327,465,509,640,640
Leggings,11024191_801935789894339_2014536599_n.jpg,299,296,430,552,640,640
Shirt,11024191_801935789894339_2014536599_n.jpg,274,92,483,338,640,640
Footwear,11024191_801935789894339_2014536599_n.jpg,327,540,377,637,640,640
Footwear,11024191_801935789894339_2014536599_n.jpg,366,533,414,620,640,640
Sunglasses,11024404_370335449825768_1302706770_n.jpg,146,146,215,180,640,640
Sunglasses,11024404_370335449825768_1302706770_n.jpg,474,137,561,163,640,640
Tee,11024404_370335449825768_1302706770_n.jpg,53,192,259,529,640,640
Tee,11024404_370335449825768_1302706770_n.jpg,407,203,640,567,640,640
Trousers,11024404_370335449825768_1302706770_n.jpg,37,496,210,640,640,640
Trousers,11024404_370335449825768_1302706770_n.jpg,413,536,589,640,640,640
Sweater,11084658_354533811423438_1035800634_n.jpg,27,126,357,461,640,640
Sweatpants,11084658_354533811423438_1035800634_n.jpg,91,453,304,580,640,640
Tank,11049430_334872940036406_771597280_n.jpg,377,151,456,236,640,640
Romper,11049430_334872940036406_771597280_n.jpg,320,149,460,383,640,640
Footwear,11049430_334872940036406_771597280_n.jpg,304,568,354,606,640,640
Footwear,11049430_334872940036406_771597280_n.jpg,381,580,442,629,640,640
Jeans,11084671_890016584379867_2106977652_n.jpg,352,577,619,958,960,960
Tee,11084671_890016584379867_2106977652_n.jpg,414,214,549,637,960,960
Jacket,11084671_890016584379867_2106977652_n.jpg,296,9,755,805,960,960
Swimwear,11084734_934437789910546_1346557606_n.jpg,234,351,461,567,640,640
Brassiere,11032938_428546763968134_1116688379_n.jpg,251,266,387,385,640,640
Headwear,11032938_428546763968134_1116688379_n.jpg,345,66,434,148,640,640
Headwear,11032938_428546763968134_1116688379_n.jpg,150,73,235,131,640,640
Dress,11032938_428546763968134_1116688379_n.jpg,24,152,151,429,640,640
Dress,11032938_428546763968134_1116688379_n.jpg,145,140,239,388,640,640
Trousers,11032938_428546763968134_1116688379_n.jpg,206,445,393,633,640,640
Trousers,11032938_428546763968134_1116688379_n.jpg,425,461,574,638,640,640
Footwear,11032938_428546763968134_1116688379_n.jpg,84,610,134,640,640,640
Jacket,11032938_428546763968134_1116688379_n.jpg,71,107,590,477,640,640
Jacket,11032938_428546763968134_1116688379_n.jpg,412,177,636,534,640,640
Tee,11094496_830465737042560_2076280765_n.jpg,226,125,356,372,640,640
Trousers,11094496_830465737042560_2076280765_n.jpg,201,355,401,640,640,640
Jacket,11094496_830465737042560_2076280765_n.jpg,105,102,380,394,640,640
Handbag,11055683_1713246962235881_413019179_n.jpg,108,286,148,383,640,640
Dress,11055683_1713246962235881_413019179_n.jpg,259,114,389,373,640,640
Blouse,11055683_1713246962235881_413019179_n.jpg,136,151,256,407,640,640
Trousers,11055683_1713246962235881_413019179_n.jpg,116,286,224,550,640,640
High heels,11055683_1713246962235881_413019179_n.jpg,182,541,250,634,640,640
High heels,11055683_1713246962235881_413019179_n.jpg,160,550,202,623,640,640
High heels,11055683_1713246962235881_413019179_n.jpg,252,534,300,635,640,640
High heels,11055683_1713246962235881_413019179_n.jpg,303,511,336,605,640,640
Jacket,11055683_1713246962235881_413019179_n.jpg,264,105,451,254,640,640
_Underwear,11055683_1713246962235881_413019179_n.jpg,286,157,370,220,640,640
Handbag,11093024_661177970693815_1190049487_n.jpg,316,302,436,376,612,612
Dress,11093024_661177970693815_1190049487_n.jpg,239,154,468,471,612,612
High heels,11093024_661177970693815_1190049487_n.jpg,322,504,360,578,612,612
High heels,11093024_661177970693815_1190049487_n.jpg,245,519,291,595,612,612
Sweater,11084747_1431584427141107_1616654314_n.jpg,42,142,300,491,640,640
Sweater,11084747_1431584427141107_1616654314_n.jpg,340,146,607,488,640,640
Tee,11095611_978671655479439_1950632155_n.jpg,108,98,356,442,640,640
Sweatpants,11095611_978671655479439_1950632155_n.jpg,144,401,347,640,640,640
Top,11095626_953834434656503_1473487657_n.jpg,276,20,437,212,640,640
Scarf,11095626_953834434656503_1473487657_n.jpg,221,30,408,535,640,640
Trousers,11095626_953834434656503_1473487657_n.jpg,156,271,490,638,640,640
Skirt,11098537_1584664978457365_953463656_n.jpg,52,388,240,567,640,640
Skirt,11098537_1584664978457365_953463656_n.jpg,327,216,481,411,640,640
Skirt,11098537_1584664978457365_953463656_n.jpg,475,215,637,419,640,640
Headwear,11098537_1584664978457365_953463656_n.jpg,91,19,211,139,640,640
Tee,11098537_1584664978457365_953463656_n.jpg,49,147,289,436,640,640
Top,11098767_847921385244881_1844134700_n.jpg,258,177,439,445,640,640
Skirt,11098767_847921385244881_1844134700_n.jpg,103,324,250,581,640,640
Tee,11098767_847921385244881_1844134700_n.jpg,108,161,286,352,640,640
Cardigan,11098767_847921385244881_1844134700_n.jpg,270,150,488,638,640,640
Trousers,11098767_847921385244881_1844134700_n.jpg,216,396,395,638,640,640
Dress,11098241_1575178529430578_1324681536_n.jpg,68,3,261,321,612,612
Dress,11098241_1575178529430578_1324681536_n.jpg,396,10,548,334,612,612
High heels,11098241_1575178529430578_1324681536_n.jpg,112,485,169,589,612,612
High heels,11098241_1575178529430578_1324681536_n.jpg,215,501,279,593,612,612
High heels,11098241_1575178529430578_1324681536_n.jpg,440,496,476,597,612,612
High heels,11098241_1575178529430578_1324681536_n.jpg,478,493,517,581,612,612
Brassiere,11098348_1423967581242927_5710856_n.jpg,279,313,488,526,640,640
Sweatshorts,11098348_1423967581242927_5710856_n.jpg,324,522,585,637,640,640
Sweatpants,11111403_1634912206742420_1322890931_n.jpg,198,80,430,554,640,640
Swimwear,11117080_824236050992962_1308346021_n.jpg,67,177,538,574,640,640
Hoodie,11117082_886911248017371_2052301329_n.jpg,126,152,523,640,640,640
Hoodie,11117134_363261230546857_305607377_n.jpg,158,108,467,597,640,640
Tee,11117181_782438858536313_765544948_n.jpg,325,230,572,556,612,612
Swimwear,11117181_782438858536313_765544948_n.jpg,310,286,597,512,612,612
Sunglasses,11123712_898454460218912_689343728_n.jpg,297,63,355,101,640,640
Cardigan,11123712_898454460218912_689343728_n.jpg,210,124,392,398,640,640
Romper,11123712_898454460218912_689343728_n.jpg,267,152,359,352,640,640
High heels,11123712_898454460218912_689343728_n.jpg,237,521,291,616,640,640
High heels,11123712_898454460218912_689343728_n.jpg,278,540,319,624,640,640
Tee,11123714_1630680813817432_269502444_n.jpg,9,240,307,612,640,640
Tee,11123714_1630680813817432_269502444_n.jpg,0,31,322,219,640,640
Tee,11123714_1630680813817432_269502444_n.jpg,388,104,576,329,640,640
Shorts,11123714_1630680813817432_269502444_n.jpg,431,303,561,345,640,640
Headwear,11085110_1571146899840601_196386251_n.jpg,222,65,312,145,640,640
Sweater,11085110_1571146899840601_196386251_n.jpg,236,90,423,382,640,640
Trousers,11085110_1571146899840601_196386251_n.jpg,290,338,432,561,640,640
Footwear,11085110_1571146899840601_196386251_n.jpg,323,557,375,637,640,640
Footwear,11085110_1571146899840601_196386251_n.jpg,387,537,451,623,640,640
Coat,11085149_816304151797691_1515000422_n.jpg,121,197,439,636,640,640
Top,11085149_816304151797691_1515000422_n.jpg,205,386,352,607,640,640
Sunglasses,11085209_1691744864386077_443336648_n.jpg,183,171,354,229,640,640
Tee,11085209_1691744864386077_443336648_n.jpg,9,270,419,640,640,640
Headwear,11111453_1584147755194833_1909966761_n.jpg,144,484,191,517,640,640
Headwear,11111453_1584147755194833_1909966761_n.jpg,288,450,372,495,640,640
Headwear,11111453_1584147755194833_1909966761_n.jpg,434,445,499,500,640,640
Headwear,11111453_1584147755194833_1909966761_n.jpg,147,249,230,297,640,640
Headwear,11111453_1584147755194833_1909966761_n.jpg,282,218,365,266,640,640
Headwear,11111453_1584147755194833_1909966761_n.jpg,430,229,490,278,640,640
Headwear,11111453_1584147755194833_1909966761_n.jpg,128,30,209,74,640,640
Headwear,11111453_1584147755194833_1909966761_n.jpg,264,16,358,71,640,640
Headwear,11111453_1584147755194833_1909966761_n.jpg,418,27,497,65,640,640
Sweater,11111453_1584147755194833_1909966761_n.jpg,122,107,248,209,640,640
Sweater,11111453_1584147755194833_1909966761_n.jpg,254,111,395,208,640,640
Sweater,11111453_1584147755194833_1909966761_n.jpg,397,102,522,209,640,640
Sweater,11111453_1584147755194833_1909966761_n.jpg,120,310,252,426,640,640
Sweater,11111453_1584147755194833_1909966761_n.jpg,259,291,396,427,640,640
Sweater,11111453_1584147755194833_1909966761_n.jpg,433,312,532,425,640,640
Sweater,11111453_1584147755194833_1909966761_n.jpg,106,427,247,640,640,640
Sweater,11111453_1584147755194833_1909966761_n.jpg,265,523,399,639,640,640
Sweater,11111453_1584147755194833_1909966761_n.jpg,404,492,532,635,640,640
Trousers,11111513_1561011257495400_616157252_n.jpg,293,355,414,607,640,640
Hoodie,11111513_1561011257495400_616157252_n.jpg,263,200,430,396,640,640
Footwear,11111513_1561011257495400_616157252_n.jpg,287,596,337,636,640,640
Footwear,11111513_1561011257495400_616157252_n.jpg,358,599,420,640,640,640
Brassiere,11116775_370022333180939_1941413916_n.jpg,179,174,304,303,640,640
Leggings,11116775_370022333180939_1941413916_n.jpg,247,98,466,640,640,640
Coat,11123783_1403976723254122_1040244270_n.jpg,44,270,184,594,640,640
Top,11123783_1403976723254122_1040244270_n.jpg,461,276,595,479,640,640
Skirt,11123783_1403976723254122_1040244270_n.jpg,475,453,594,596,640,640
Skirt,11123783_1403976723254122_1040244270_n.jpg,157,426,340,591,640,640
Sweater,11123783_1403976723254122_1040244270_n.jpg,141,232,338,448,640,640
Tee,11123783_1403976723254122_1040244270_n.jpg,306,265,479,419,640,640
Dress,11123783_1403976723254122_1040244270_n.jpg,329,336,481,593,640,640
Dress,11123783_1403976723254122_1040244270_n.jpg,94,285,167,584,640,640
Top,11123788_748139148637631_68831976_n.jpg,176,313,256,387,612,612
Shirt,11123788_748139148637631_68831976_n.jpg,285,170,400,260,612,612
Tee,11123788_748139148637631_68831976_n.jpg,120,165,218,262,612,612
Trousers,11123788_748139148637631_68831976_n.jpg,124,427,291,571,612,612
Jacket,11123788_748139148637631_68831976_n.jpg,141,266,307,485,612,612
Shirt,11123833_1572418903035262_523465398_n.jpg,258,143,318,175,612,612
Suit,11123833_1572418903035262_523465398_n.jpg,192,135,371,528,612,612
Sweater,11123833_1572418903035262_523465398_n.jpg,232,160,337,317,612,612
Trousers,11123833_1572418903035262_523465398_n.jpg,217,309,342,528,612,612
Footwear,11123833_1572418903035262_523465398_n.jpg,191,520,266,566,612,612
Footwear,11123833_1572418903035262_523465398_n.jpg,288,515,342,572,612,612
Shirt,11142779_441708665998045_925218471_n.jpg,165,175,380,391,612,612
Jeans,11142779_441708665998045_925218471_n.jpg,207,346,386,550,612,612
Top,11142919_624377564373907_520773301_n.jpg,230,108,412,299,640,640
Skirt,11142919_624377564373907_520773301_n.jpg,230,222,444,398,640,640
High heels,11142919_624377564373907_520773301_n.jpg,263,555,302,635,640,640
High heels,11142919_624377564373907_520773301_n.jpg,300,553,357,634,640,640
Blazer,11142960_103274420005175_1445877685_n.jpg,140,145,462,585,612,612
Headwear,11142960_103274420005175_1445877685_n.jpg,181,20,344,85,612,612
Tee,11142960_103274420005175_1445877685_n.jpg,201,183,322,561,612,612
Sunglasses,11142967_349047948625162_568371900_n.jpg,225,110,411,187,612,612
Jacket,11142967_349047948625162_568371900_n.jpg,6,251,595,610,612,612
Top,11142846_455207914632001_1343014781_n.jpg,254,188,410,379,640,640
Skirt,11142846_455207914632001_1343014781_n.jpg,228,367,443,606,640,640
Scarf,11143022_1424124921226226_1650657192_n.jpg,270,129,382,212,640,640
Sweater,11143022_1424124921226226_1650657192_n.jpg,168,164,462,476,640,640
Shorts,11143022_1424124921226226_1650657192_n.jpg,190,415,450,598,640,640
Swimwear,11176091_736320579821302_719437955_n.jpg,225,269,404,344,612,612
Swimwear,11176091_736320579821302_719437955_n.jpg,233,460,421,551,612,612
Swimwear,11176091_736320579821302_719437955_n.jpg,181,177,202,198,612,612
Swimwear,11176091_736320579821302_719437955_n.jpg,171,204,198,221,612,612
Handbag,11137992_1575299112741391_2022764264_n.jpg,342,366,438,490,612,612
Dress,11137992_1575299112741391_2022764264_n.jpg,239,90,378,401,612,612
High heels,11137992_1575299112741391_2022764264_n.jpg,230,394,283,604,612,612
High heels,11137992_1575299112741391_2022764264_n.jpg,327,401,368,602,612,612
Luggage and bags,11176129_1566484156937322_470177953_n.jpg,224,421,365,541,612,612
Luggage and bags,11176129_1566484156937322_470177953_n.jpg,469,464,590,572,612,612
Sunglasses,11176129_1566484156937322_470177953_n.jpg,254,117,367,173,612,612
Sunglasses,11176129_1566484156937322_470177953_n.jpg,145,440,209,473,612,612
Top,11176129_1566484156937322_470177953_n.jpg,222,301,406,419,612,612
Skirt,11176129_1566484156937322_470177953_n.jpg,198,400,406,612,612,612
Sweater,11176250_1438356266461013_1043275899_n.jpg,225,170,437,407,612,612
Sweater,11176250_1438356266461013_1043275899_n.jpg,17,184,226,456,612,612
Sweater,11176250_1438356266461013_1043275899_n.jpg,407,185,590,475,612,612
Jeans,11176250_1438356266461013_1043275899_n.jpg,36,374,244,589,612,612
Jeans,11176250_1438356266461013_1043275899_n.jpg,254,387,417,589,612,612
Jeans,11176250_1438356266461013_1043275899_n.jpg,415,407,591,589,612,612
Sweater,11138008_436795406494896_531964215_n.jpg,30,222,574,638,640,640
Sunglasses,11184557_364417133758016_2093469496_n.jpg,99,102,129,122,612,612
Sunglasses,11184557_364417133758016_2093469496_n.jpg,232,91,301,119,612,612
Sunglasses,11184557_364417133758016_2093469496_n.jpg,343,98,423,131,612,612
Top,11184557_364417133758016_2093469496_n.jpg,69,146,144,219,612,612
Top,11184557_364417133758016_2093469496_n.jpg,151,106,324,353,612,612
Headwear,11184557_364417133758016_2093469496_n.jpg,479,60,531,98,612,612
Headwear,11184557_364417133758016_2093469496_n.jpg,343,19,489,164,612,612
Tee,11184557_364417133758016_2093469496_n.jpg,554,144,594,197,612,612
Tee,11184557_364417133758016_2093469496_n.jpg,474,122,556,301,612,612
Tee,11184557_364417133758016_2093469496_n.jpg,131,119,171,193,612,612
Dress,11184557_364417133758016_2093469496_n.jpg,298,232,453,577,612,612
Shorts,11184557_364417133758016_2093469496_n.jpg,131,331,288,481,612,612
Shorts,11184557_364417133758016_2093469496_n.jpg,57,203,151,266,612,612
Shorts,11184557_364417133758016_2093469496_n.jpg,481,300,534,410,612,612
Shorts,11184557_364417133758016_2093469496_n.jpg,549,192,596,238,612,612
Footwear,11184557_364417133758016_2093469496_n.jpg,474,418,516,504,612,612
Footwear,11184557_364417133758016_2093469496_n.jpg,66,372,99,399,612,612
Jacket,11184557_364417133758016_2093469496_n.jpg,313,162,487,399,612,612
Sweater,11184560_982799168405310_345000294_n.jpg,169,59,449,489,640,640
Trousers,11184560_982799168405310_345000294_n.jpg,203,451,383,640,640,640
Jacket,11184560_982799168405310_345000294_n.jpg,104,9,493,499,640,640
Tank,11176641_1652044761685659_1910490003_n.jpg,205,260,317,453,612,612
Shorts,11176641_1652044761685659_1910490003_n.jpg,193,442,334,504,612,612
Top,11184626_809574665777878_1492301374_n.jpg,147,392,457,579,640,640
Headwear,11184626_809574665777878_1492301374_n.jpg,277,88,443,245,640,640
Top,11184654_345936388947329_1304314184_n.jpg,178,176,396,410,612,612
Headwear,11184654_345936388947329_1304314184_n.jpg,247,20,393,115,612,612
Shorts,11184654_345936388947329_1304314184_n.jpg,158,385,401,582,612,612
Coat,11187089_906792076048313_357725941_n.jpg,137,205,262,393,612,612
Skirt,11187089_906792076048313_357725941_n.jpg,16,315,91,507,612,612
Tee,11187089_906792076048313_357725941_n.jpg,22,210,111,401,612,612
Dress,11187089_906792076048313_357725941_n.jpg,404,201,562,529,612,612
Dress,11187089_906792076048313_357725941_n.jpg,327,214,394,393,612,612
Trousers,11187089_906792076048313_357725941_n.jpg,168,385,225,508,612,612
Jeans,11189507_371857036337864_711139339_n.jpg,353,433,420,565,612,612
Tee,11189507_371857036337864_711139339_n.jpg,227,333,315,441,612,612
Tee,11189507_371857036337864_711139339_n.jpg,340,332,427,436,612,612
Trousers,11189507_371857036337864_711139339_n.jpg,226,419,305,555,612,612
Footwear,11189507_371857036337864_711139339_n.jpg,223,528,243,566,612,612
Brassiere,11189533_101635103504596_7678769_n.jpg,220,211,346,335,612,612
_Underwear,11189533_101635103504596_7678769_n.jpg,91,346,313,533,612,612
Sweatpants,11189609_652468664897597_1084597975_n.jpg,131,344,345,638,640,640
Hoodie,11189609_652468664897597_1084597975_n.jpg,164,70,639,422,640,640
Blazer,11186879_1072297662786842_1332715483_n.jpg,186,113,409,409,640,640
Trousers,11186879_1072297662786842_1332715483_n.jpg,219,287,440,639,640,640
_Underwear,11186879_1072297662786842_1332715483_n.jpg,247,123,337,302,640,640
Brassiere,11189287_1660158477545555_1456670162_n.jpg,234,283,430,425,640,640
Blazer,11189287_1660158477545555_1456670162_n.jpg,127,185,514,623,640,640
Sweatpants,11189287_1660158477545555_1456670162_n.jpg,214,426,461,639,640,640
Sweater,11190251_306111069559303_601110520_n.jpg,295,181,640,460,640,640
Handbag,11189756_812357928877640_1877641452_n.jpg,21,285,192,586,612,612
Blouse,11189756_812357928877640_1877641452_n.jpg,22,19,561,391,612,612
Shorts,11189756_812357928877640_1877641452_n.jpg,136,245,579,502,612,612
Blouse,11190270_452328311592149_1211275226_n.jpg,171,124,285,390,640,640
Footwear,11190270_452328311592149_1211275226_n.jpg,190,518,247,559,640,640
Footwear,11190270_452328311592149_1211275226_n.jpg,236,510,300,576,640,640
Sweatpants,11190939_672179486259521_7832048_n.jpg,190,146,376,439,640,640
Sweater,11191008_1588679654705230_1012482530_n.jpg,198,63,427,535,612,612
Trousers,11191008_1588679654705230_1012482530_n.jpg,218,445,365,586,612,612
Handbag,11189795_807719322638878_1148891675_n.jpg,23,181,149,300,612,612
Handbag,11189795_807719322638878_1148891675_n.jpg,326,200,438,323,612,612
Sweater,11189795_807719322638878_1148891675_n.jpg,109,118,250,258,612,612
Sweater,11189795_807719322638878_1148891675_n.jpg,407,120,557,236,612,612
Trousers,11189795_807719322638878_1148891675_n.jpg,119,256,204,509,612,612
Trousers,11189795_807719322638878_1148891675_n.jpg,406,279,489,516,612,612
High heels,11189795_807719322638878_1148891675_n.jpg,126,509,150,577,612,612
High heels,11189795_807719322638878_1148891675_n.jpg,152,520,182,582,612,612
High heels,11189795_807719322638878_1148891675_n.jpg,426,520,454,585,612,612
High heels,11189795_807719322638878_1148891675_n.jpg,449,519,490,582,612,612
Outter,11189795_807719322638878_1148891675_n.jpg,102,93,254,368,612,612
Outter,11189795_807719322638878_1148891675_n.jpg,369,108,549,370,612,612
Dress,11189950_386682388199702_1959787516_n.jpg,132,272,296,583,612,612
Dress,11189950_386682388199702_1959787516_n.jpg,259,244,398,539,612,612
Dress,11189950_386682388199702_1959787516_n.jpg,389,229,543,367,612,612
Dress,11189950_386682388199702_1959787516_n.jpg,392,245,601,607,612,612
Dress,11189950_386682388199702_1959787516_n.jpg,20,230,123,471,612,612
Blazer,11189960_373409196182019_1457698661_n.jpg,406,95,610,300,612,612
Tee,11189960_373409196182019_1457698661_n.jpg,22,97,186,286,612,612
Tee,11189960_373409196182019_1457698661_n.jpg,225,96,404,303,612,612
Tee,11189960_373409196182019_1457698661_n.jpg,447,111,567,325,612,612
Cardigan,11189960_373409196182019_1457698661_n.jpg,18,111,188,369,612,612
Trousers,11189960_373409196182019_1457698661_n.jpg,236,281,360,529,612,612
Trousers,11189960_373409196182019_1457698661_n.jpg,12,319,164,561,612,612
Trousers,11189960_373409196182019_1457698661_n.jpg,449,277,556,526,612,612
Footwear,11189960_373409196182019_1457698661_n.jpg,7,543,76,608,612,612
Footwear,11189960_373409196182019_1457698661_n.jpg,105,543,168,609,612,612
Footwear,11189960_373409196182019_1457698661_n.jpg,267,528,309,596,612,612
Footwear,11189960_373409196182019_1457698661_n.jpg,305,513,337,579,612,612
Footwear,11189960_373409196182019_1457698661_n.jpg,457,528,489,612,612,612
Footwear,11189960_373409196182019_1457698661_n.jpg,498,521,535,578,612,612
Scarf,11192677_1569649403296326_351133061_n.jpg,110,124,265,360,612,612
Scarf,11192677_1569649403296326_351133061_n.jpg,431,128,528,276,612,612
Handbag,11192677_1569649403296326_351133061_n.jpg,19,345,286,543,612,612
Handbag,11192677_1569649403296326_351133061_n.jpg,367,261,536,384,612,612
Jeans,11192677_1569649403296326_351133061_n.jpg,132,455,282,602,612,612
Jeans,11192677_1569649403296326_351133061_n.jpg,440,336,562,505,612,612
Footwear,11192677_1569649403296326_351133061_n.jpg,465,508,526,571,612,612
Footwear,11192677_1569649403296326_351133061_n.jpg,488,492,545,553,612,612
Jacket,11192677_1569649403296326_351133061_n.jpg,57,162,299,455,612,612
Jacket,11192677_1569649403296326_351133061_n.jpg,393,148,562,299,612,612
Handbag,11191405_827137700713310_1997921491_n.jpg,117,434,341,606,612,612
Dress,11191405_827137700713310_1997921491_n.jpg,49,186,302,611,612,612
Dress,11191405_827137700713310_1997921491_n.jpg,294,155,491,611,612,612
Jacket,11191405_827137700713310_1997921491_n.jpg,279,158,612,521,612,612
Top,11192718_1572994402960370_1865495031_n.jpg,293,258,380,387,612,612
Handbag,11192718_1572994402960370_1865495031_n.jpg,155,290,445,590,612,612
Headwear,11192718_1572994402960370_1865495031_n.jpg,257,107,367,180,612,612
Cardigan,11192718_1572994402960370_1865495031_n.jpg,158,213,436,587,612,612
Top,11190743_1596575767257743_288433466_n.jpg,144,247,426,436,612,612
Jeans,11190743_1596575767257743_288433466_n.jpg,2,260,130,481,612,612
Swimwear,11190743_1596575767257743_288433466_n.jpg,301,283,401,432,612,612
Shirt,11192793_928811883806471_1082735636_n.jpg,251,268,306,360,612,612
Headwear,11192793_928811883806471_1082735636_n.jpg,64,218,98,243,612,612
Headwear,11192793_928811883806471_1082735636_n.jpg,115,219,156,246,612,612
Headwear,11192793_928811883806471_1082735636_n.jpg,175,224,208,259,612,612
Headwear,11192793_928811883806471_1082735636_n.jpg,261,233,293,259,612,612
Headwear,11192793_928811883806471_1082735636_n.jpg,417,258,454,272,612,612
Headwear,11192793_928811883806471_1082735636_n.jpg,474,258,508,279,612,612
Jeans,11192793_928811883806471_1082735636_n.jpg,98,361,157,460,612,612
Jeans,11192793_928811883806471_1082735636_n.jpg,32,362,109,474,612,612
Jeans,11192793_928811883806471_1082735636_n.jpg,144,354,200,454,612,612
Jeans,11192793_928811883806471_1082735636_n.jpg,212,366,251,458,612,612
Jeans,11192793_928811883806471_1082735636_n.jpg,252,353,305,452,612,612
Jeans,11192793_928811883806471_1082735636_n.jpg,303,356,335,450,612,612
Jeans,11192793_928811883806471_1082735636_n.jpg,423,359,466,456,612,612
Jeans,11192793_928811883806471_1082735636_n.jpg,468,367,535,465,612,612
Tee,11192793_928811883806471_1082735636_n.jpg,204,270,255,367,612,612
Tee,11192793_928811883806471_1082735636_n.jpg,473,290,517,366,612,612
Tee,11192793_928811883806471_1082735636_n.jpg,411,283,474,365,612,612
Tee,11192793_928811883806471_1082735636_n.jpg,144,255,208,368,612,612
Tee,11192793_928811883806471_1082735636_n.jpg,366,296,430,361,612,612
Shorts,11192793_928811883806471_1082735636_n.jpg,331,341,375,396,612,612
Shorts,11192793_928811883806471_1082735636_n.jpg,380,353,424,393,612,612
Hoodie,11192793_928811883806471_1082735636_n.jpg,19,252,104,372,612,612
Hoodie,11192793_928811883806471_1082735636_n.jpg,93,251,158,367,612,612
Hoodie,11192793_928811883806471_1082735636_n.jpg,293,271,347,362,612,612
Hoodie,11192793_928811883806471_1082735636_n.jpg,462,284,544,383,612,612
Footwear,11192793_928811883806471_1082735636_n.jpg,52,472,69,490,612,612
Footwear,11192793_928811883806471_1082735636_n.jpg,77,465,109,494,612,612
Footwear,11192793_928811883806471_1082735636_n.jpg,95,458,124,486,612,612
Footwear,11192793_928811883806471_1082735636_n.jpg,127,461,161,485,612,612
Footwear,11192793_928811883806471_1082735636_n.jpg,173,451,203,481,612,612
Footwear,11192793_928811883806471_1082735636_n.jpg,212,453,248,481,612,612
Footwear,11192793_928811883806471_1082735636_n.jpg,256,452,288,474,612,612
Footwear,11192793_928811883806471_1082735636_n.jpg,470,454,499,478,612,612
Footwear,11192793_928811883806471_1082735636_n.jpg,508,461,544,484,612,612
Headwear,11192885_807676365967778_1733689971_n.jpg,332,152,420,225,612,612
Dress,11192885_807676365967778_1733689971_n.jpg,272,250,473,542,612,612
Jumpsuit,11192888_1049896818357213_1503510263_n.jpg,30,152,393,612,612,612
Belt,11190857_1630982767132792_656227530_n.jpg,148,435,337,477,612,612
Scarf,11190857_1630982767132792_656227530_n.jpg,208,161,286,250,612,612
Sweater,11190857_1630982767132792_656227530_n.jpg,147,248,336,496,612,612
Trousers,11190857_1630982767132792_656227530_n.jpg,146,480,357,611,612,612
Jacket,11190857_1630982767132792_656227530_n.jpg,97,119,401,552,612,612
Tee,11191430_1601835266724803_2126448802_n.jpg,181,218,339,321,612,612
Swimwear,11191430_1601835266724803_2126448802_n.jpg,356,424,597,575,612,612
Swimwear,11191430_1601835266724803_2126448802_n.jpg,50,383,218,486,612,612
Swimwear,11191430_1601835266724803_2126448802_n.jpg,181,286,313,341,612,612
Top,11191465_1424406437868934_1644936516_n.jpg,439,341,606,531,612,612
Dress,11191465_1424406437868934_1644936516_n.jpg,69,257,252,517,612,612
Jeans,11191551_454884834679627_1294843278_n.jpg,127,465,350,612,612,612
Jacket,11191551_454884834679627_1294843278_n.jpg,66,21,425,479,612,612
Luggage and bags,11193064_1414376545550057_51422656_n.jpg,11,206,242,610,612,612
Top,11193064_1414376545550057_51422656_n.jpg,158,0,568,487,612,612
Handbag,11193064_1414376545550057_51422656_n.jpg,342,354,609,611,612,612
Sweatpants,11193064_1414376545550057_51422656_n.jpg,182,371,431,607,612,612
Belt,11202476_464328147025491_1982731652_n.jpg,376,876,499,920,1080,1080
Top,11202476_464328147025491_1982731652_n.jpg,391,662,511,884,1080,1080
Jeans,11202476_464328147025491_1982731652_n.jpg,120,691,953,1076,1080,1080
Blouse,11202476_464328147025491_1982731652_n.jpg,480,399,614,952,1080,1080
Jacket,11202476_464328147025491_1982731652_n.jpg,146,371,952,981,1080,1080
Sunglasses,11202515_1600500090236165_1923355750_n.jpg,132,247,293,336,612,612
Jacket,11202515_1600500090236165_1923355750_n.jpg,262,390,612,596,612,612
Top,11201511_1590281841214494_1051333582_n.jpg,105,37,171,141,612,612
Dress,11201511_1590281841214494_1051333582_n.jpg,298,239,515,584,612,612
Dress,11201511_1590281841214494_1051333582_n.jpg,24,413,218,584,612,612
Cardigan,11201511_1590281841214494_1051333582_n.jpg,18,239,178,537,612,612
Headwear,11203022_811165955638056_143064869_n.jpg,277,143,376,236,612,612
Sweater,11203022_811165955638056_143064869_n.jpg,200,249,431,521,612,612
Shorts,11203022_811165955638056_143064869_n.jpg,216,463,411,588,612,612
Sunglasses,11202903_792900470825354_2080767872_n.jpg,172,150,435,248,612,612
Shirt,11202903_792900470825354_2080767872_n.jpg,0,345,610,610,612,612
